Name,Language,IMDb Rating,Running Time,Year of Release,Viewer_age,Type
Dharmapuri,Tamil,4.4,2 h 26 min,2006,All,Movie
Lone Survivor,English,7.5,1 h 56 min,2014,16+,Movie
The Bourne Ultimatum,Hindi,8,1 h 55 min,2007,13+,Movie
Mission Possible,Marathi,5.8,1 h 40 mins,2010,13+,Movie
Aapne Toh Chhie Bindaas,Gujarati,None,2 h 57 min,2016,All,Movie
The Descent Part 2,Hindi,5.8,1 h 29 min,2010,18+,Movie
Bouma,Bengali,6.5,2 h 27 min,2019,13+,Movie
Armaan - Story Of A Story Teller,Gujarati,5.6,1 h 39 min,2017,All,Movie
Dharasnan,Bengali,5.3,2 h 23 min,2018,NR,Movie
Dabangg 3 (Telugu),Telugu,None,2 h 36 min,2019,16+,Movie
Kush,Hindi,7.8,25min,2013,18+,Movie
Shubh Mangal Saavdhan,Hindi,6.9,1 h 44 min,2017,NR,Movie
Simhasanam,Malayalam,3,2 h 39 min,2012,13+,Movie
Naalum Therinthavan,Tamil,None,2 h 14 min,1968,NR,Movie
Letha Manasulu,Telugu,7.6,2 h 57 min,None,All,Movie
Apan Jan,Bengali,None,1 h 52 min,2017,13+,Movie
YZ,Marathi,7.3,2 h 25 mins,2016,13+,Movie
Othello,English,None,1 h 32 min,None,16+,Movie
The Wait,English,None,1 h 38 min,2013,18+,Movie
Meet Bill,English,6.2,1 h 33 min,2008,18+,Movie
Sasu Numbri Jawai Dus Numbri,Marathi,5,2 h 17 mins,2008,All,Movie
Jenifer,English,5.9,1 h 34 min,2001,13+,Movie
Madura Veeran,Tamil,6.3,1 h 59 min,2018,NR,Movie
Kannappanunni,Malayalam,6.7,2 h 36 min,1977,NR,Movie
Sanjog,Hindi,6.2,2 h 31 min,1972,All,Movie
Journey to the Center of the Earth (2008),English,5.8,1 h 32 min,2008,13+,Movie
Anukunnadi Okati Ayinadi Okati,Telugu,4.6,1 h 59 min,2020,18+,Movie
Unhinged,Telugu,6,1 h 30 min,2020,18+,Movie
Gaon,Hindi,5.5,2 h 4 min,2018,13+,Movie
Varavelpu,Malayalam,8.1,2 h 25 min,1989,All,Movie
Namastey London,Hindi,7.1,2 h 11 min,2007,All,Movie
The Great Gambler,Hindi,6.5,2 h 42 min,1979,18+,Movie
Moon,English,7.9,1 h 37 min,2009,18+,Movie
Manush Keno Beiman,Bengali,None,2 h 14 min,2019,13+,Movie
The Rider & The Wolf,English,None,1h,2020,13+,Movie
Terminator Salvation,Hindi,6.5,1 h 54 min,2009,13+,Movie
Yatra (Tamil),Tamil,8.2,2 h 5 min,2019,13+,Movie
Sagaa (Malayalam),Malayalam,None,1 h 59 min,2019,13+,Movie
"Agaram (Tamil Language, English Subtitled)",Tamil,None,2 h 17 min,2007,18+,Movie
Snehitara Savaal,Kannada,7.7,2 h 33 min,1981,NR,Movie
Dark Chocolate,Hindi,4.2,1 h 31 min,2016,18+,Movie
Jiban Youban,Bengali,None,2 h 32 min,1997,NR,Movie
Pierre Christin - Time-Space,English,None,52min,2020,13+,Movie
Wake Of Death,Hindi,5.7,1 h 24 min,2004,16+,Movie
Yves Saint Laurent – Fire Starter,English,None,42min,2018,13+,Movie
Be Dune Saade Chaar,Marathi,6.8,2 h 12 mins,2009,All,Movie
Vadakkumnadhan,Malayalam,6.5,2 h 12 min,2006,All,Movie
Yun Hota Toh Kya Hota,Hindi,6.6,1 h 55 min,2006,13+,Movie
Jora 10 Numbaria,Punjabi,6.5,2 h 15 mins,2017,18+,Movie
Aetbaar,Hindi,4.6,2 h 23 min,2004,18+,Movie
Dhwaja (Hindi),Hindi,6.5,2 h 18 min,2018,13+,Movie
Aakrosh,Hindi,7.9,2 h 18 min,1980,18+,Movie
Meesa Madhavan,Malayalam,7.9,2 h 30 min,2002,NR,Movie
Komol Gandhar,Bengali,None,2 h 4 min,None,All,Movie
Super K (Hindi),Hindi,None,1 h 27 min,2011,All,Movie
The Bumble Nums - Season 3,English,None,46min,2019,All,Movie
White Sauce Chicken Pasta,Bengali,None,4min,2020,13+,Movie
Thayiya Hone,Kannada,None,2 h 19 min,1985,NR,Movie
Ek Adbhut Dakshina - Guru Dakshina,Hindi,None,2 h 1 min,2015,NR,Movie
Barsaat Ki Ek Raat,Hindi,6.3,2 h 27 min,1981,All,Movie
Subho Muharat,Bengali,None,2 h 34 min,2003,NR,Movie
Thayi Kotta Thali,Kannada,None,2 h 13 min,1987,NR,Movie
Protidan,Bengali,6.6,2 h 22 min,1983,NR,Movie
Ek Taraa,Marathi,7,2 h 12 mins,2015,13+,Movie
Su Karisu,Gujarati,None,2 h 3 min,2016,13+,Movie
Amar Sanghee,Bengali,None,2 h 33 min,2017,13+,Movie
Louder Than Bombs,English,6.6,1 h 49 min,2016,16+,Movie
Khuda Gawah,Hindi,6.6,3 h 5 min,1992,All,Movie
Sati Leelavathi,Telugu,None,2 h 7 min,2005,NR,Movie
Rab Ton Sohna Ishq,Punjabi,None,2 h 18 mins,2013,13+,Movie
Himmat Aur Mehnat,Hindi,None,2 h 17 min,1987,NR,Movie
Satya,Telugu,8.2,2 h 36 min,1998,NR,Movie
Artificial Intelligence: Creating a Code for Consciousness,English,None,47min,2020,13+,Movie
Bidrohi,Bengali,6.5,2 h 19 min,1987,NR,Movie
Indiana Jones and the Raiders of the Lost Ark,English,8.4,1 h 55 min,1981,18+,Movie
Shivanaga,Kannada,None,2 h 13 min,1992,NR,Movie
Middle Class Melodies (Tamil),Tamil,7.7,2 h 15 min,2020,16+,Movie
Marmaduke,English,4.3,1 h 28 min,2010,All,Movie
Cinema Pichoodu,Telugu,None,2h,1980,NR,Movie
Pauran,Malayalam,4.5,2 h 21 min,2005,NR,Movie
Naqaab,Bengali,5.7,2 h 39 min,2019,13+,Movie
Nanny McPhee,English,6.5,1 h 38 min,2006,13+,Movie
Jalsaghar,Bengali,None,1 h 30 min,2018,13+,Movie
Gulama,Kannada,4.8,2 h 27 min,2008,13+,Movie
After Earth,Tamil,4.8,1 h 39 min,2013,13+,Movie
Antha,Kannada,7.4,2 h 4 min,1981,NR,Movie
Travelling with the Jinju,English,None,52min,2020,13+,Movie
Sarvasva - A Blind Love,Kannada,None,1 h 42 min,2017,13+,Movie
Premam,Hindi,7.1,1 h 43 min,2019,All,Movie
Judaai,Hindi,5.9,2 h 29 min,1980,All,Movie
OK Jaanu,Hindi,5.2,2 h 14 min,2017,13+,Movie
Richie (Hindi),Hindi,5.3,1 h 38 min,2019,13+,Movie
Balache Baap Brahmachari,Marathi,7.7,2 h 20 mins,1988,All,Movie
Ora Char Jon,Bengali,None,2 h 10 min,1988,NR,Movie
& Jara Hatke,Marathi,2.9,1 h 55 mins,2016,NR,Movie
Policeodu,Telugu,7.1,2 h 37 min,2016,All,Movie
Kapalika,Malayalam,None,2 h 11 min,1983,NR,Movie
Sant Gyaneshwar,Hindi,7.9,2 h 9 min,1981,NR,Movie
Don't Be Afraid of the Dark,Hindi,5.6,1 h 39 min,2011,18+,Movie
Shellfish: From The Sea To Our Plates,English,None,52min,2020,13+,Movie
Aatma,Hindi,3.8,1 h 30 min,2013,18+,Movie
Alvin and the Chipmunks,English,5.2,1 h 31 min,2007,All,Movie
Eden,English,4.8,1 h 36 min,2015,18+,Movie
24 Mani Neram,Tamil,None,2 h 3 min,1984,NR,Movie
The Eagles of the Forest,English,None,53min,2019,13+,Movie
Sujan Sakhi,Bengali,None,2 h 24 min,1995,NR,Movie
Ye Maya Chesave,Telugu,7.7,2 h 35 min,2010,13+,Movie
Jumanji: The Next Level,Telugu,6.6,2 h 3 min,2019,13+,Movie
Ghost Rider: Spirit Of Vengeance,Telugu,4.3,1 h 35 min,2012,18+,Movie
Baap Re Baap,Hindi,6.5,2 h 10 min,None,NR,Movie
Ghost Rider: Spirit Of Vengeance,Tamil,4.3,1 h 35 min,2012,18+,Movie
The Romantics,English,5.1,1 h 36 min,2010,18+,Movie
The Cobbler,English,5.8,1 h 37 min,2015,13+,Movie
Barsaat,Hindi,3.8,2 h 19 min,2005,All,Movie
Prem Juddho,Bengali,7.4,2 h 4 min,2013,All,Movie
Simla Special,Tamil,6.8,2 h 17 min,1982,NR,Movie
Swapna Sanchari,Malayalam,6,2 h 2 min,2011,All,Movie
The Godfather,English,9.2,2 h 57 min,1972,18+,Movie
Nag Nagini,Bengali,None,2 h 12 min,2017,13+,Movie
Nayaner Alo,Bengali,None,2 h 24 min,1998,NR,Movie
Super Bheem Aur Avinashi Trimoorthy,Hindi,None,1 h 5 min,2019,7+,Movie
Lagna Mubarak,Marathi,6.1,2 h 10 mins,2018,13+,Movie
Krishnan Vanthan,Tamil,None,2 h 4 min,1987,NR,Movie
Kong: Skull Island,Hindi,6.6,1 h 58 min,2017,16+,Movie
Shantilal O Projapoti Rohoshyo,Bengali,5.9,1 h 41 min,2020,13+,Movie
Don,Hindi,7.2,2 h 48 min,2006,13+,Movie
Mandyada Gandu,Kannada,None,2 h 24 min,1994,NR,Movie
Dev,Hindi,6.9,2 h 44 min,2004,18+,Movie
Vamizi: Cradle of Coral,English,7.2,52min,2020,13+,Movie
Swapna Sundari,Telugu,None,2 h 7 min,None,NR,Movie
Srivari Priyuralu,Telugu,None,2 h 14 min,1994,NR,Movie
Sitadevi,Telugu,6.1,2 h 12 min,1982,NR,Movie
Rebel,Telugu,4.7,2 h 49 min,2020,18+,Movie
Sabrang,Hindi,6.4,1 h 44 min,2017,NR,Movie
Raja Harish Chandra,Bengali,None,1 h 52 min,1994,NR,Movie
Bhrashtachar,Hindi,4.7,2 h 21 min,1989,13+,Movie
Pratham Dekha,Bengali,None,2 h 27 min,1992,NR,Movie
For the Plasma,English,5.7,1 h 33 min,2014,NR,Movie
Awara Paagal Deewana,Hindi,6.2,2 h 37 min,2002,18+,Movie
Tropic Thunder,English,7,1 h 46 min,2008,18+,Movie
Byabodhan,Bengali,None,2 h 11 min,1990,NR,Movie
Meri Jung,Hindi,7.3,2 h 40 min,1985,All,Movie
Vice,English,None,1 h 38 min,2008,18+,Movie
SAFALTA 0KM,Gujarati,8.2,2 h 31 min,2020,13+,Movie
Chor Machaye Shor,Hindi,6.5,2 h 19 min,1974,All,Movie
Transformers: Dark of the Moon,English,6.2,2 h 34 min,2011,13+,Movie
You n Me,Punjabi,8.1,2 h 2 mins,2013,13+,Movie
Main Krishna Hoon,Hindi,5.3,2 h 9 min,2013,NR,Movie
Shubho Mahurat,Bengali,7.7,2 h 34 min,2017,13+,Movie
Kannedhirey Thondrinaal,Tamil,6.7,2 h 42 min,1998,All,Movie
Baavare Prem He,Marathi,6.4,1 h 56 mins,2014,All,Movie
Kshudhita Pashan,Bengali,6.8,1 h 39 min,None,All,Movie
Naa Desam,Telugu,6.8,2 h 5 min,1982,NR,Movie
Hellboy,English,5.2,2 h 1 min,2004,16+,Movie
Gulabo Sitabo,Hindi,6.3,2 h 4 min,2020,16+,Movie
Swapno Niea,Bengali,None,1 h 24 min,None,NR,Movie
Swabhoomi,Bengali,None,1 h 56 min,2017,13+,Movie
Hopscotch,English,7.2,1 h 44 min,1980,13+,Movie
Shourya,Telugu,6.9,1 h 57 min,2016,13+,Movie
Indu Sarkar,Hindi,6,2 h 14 min,2017,13+,Movie
Biporjoy,Bengali,4.4,2h,2017,13+,Movie
Lal Baadshah,Hindi,3.3,2 h 23 min,1999,18+,Movie
Sikandar,Hindi,None,1 h 42 min,2009,13+,Movie
Deewane Huye Paagal,Hindi,5.3,2 h 30 min,2005,13+,Movie
Bal Hanuman III - Return Of The Demon,Hindi,None,50min,2010,All,Movie
Galige,English,7.4,2 h 21 min,1994,NR,Movie
Khaad,Bengali,7.2,1 h 58 min,2017,13+,Movie
Mamangam,Malayalam,6.4,2 h 36 min,2019,13+,Movie
Sriramachandra,Kannada,5.4,2 h 6 min,1992,NR,Movie
Demolition,English,7,1 h 40 min,2015,18+,Movie
Ananda Poonkaatre,Tamil,6.5,2 h 31 min,1999,All,Movie
Shambo Shankara,Telugu,3.7,2 h 5 min,2018,13+,Movie
Survivor,Telugu,5.6,1 h 36 min,2015,13+,Movie
Shruthi,Kannada,None,2 h 32 min,1990,NR,Movie
Byomkesh Bakshi (Adim Ripu),Bengali,None,1 h 48 min,2017,13+,Movie
Goodbye Lover,English,5.6,1 h 41 min,1999,18+,Movie
Phoolon Ki Sej,Hindi,5.7,2 h 28 min,None,All,Movie
Octopus (Kannada),Kannada,None,2 h 17 min,2015,13+,Movie
The Witch: Part 1 - The Subversion,English,7.1,2h,2018,18+,Movie
Bleeding Steel,Hindi,5.2,1 h 45 min,2017,13+,Movie
Shriman Satyawadi,Hindi,6.9,2 h 26 min,None,All,Movie
Akkare,Malayalam,7.5,1 h 51 min,1984,NR,Movie
Tirupathi,Tamil,3.3,2 h 33 min,2006,All,Movie
Aamne Samne,Hindi,6.4,2 h 13 min,1982,All,Movie
Dhill,Tamil,7,2 h 38 min,2001,18+,Movie
Bal Ganesh and PomZom Planet (Gujarati),Gujarati,None,1 h 19 min,2017,All,Movie
Arjun Aamar Naam,Bengali,None,2 h 26 min,2003,NR,Movie
Pareeth Pandari,Malayalam,6.7,1 h 50 min,2017,All,Movie
Kabzaa,Hindi,6,2 h 21 min,1988,All,Movie
Chacko Randaaman,Malayalam,3.6,2 h 21 min,2006,NR,Movie
No Strings Attached,English,6.2,1 h 47 min,2011,18+,Movie
Mawaali,Hindi,5.4,2 h 18 min,1983,All,Movie
Ye Kaisa Pal Do Pal Ka Pyar,Hindi,None,1 h 24 min,2016,13+,Movie
Ghost Rider,Marathi,5.2,1 h 50 mins,2007,13+,Movie
Bagh Bondi Khela,Bengali,7.7,2 h 6 min,2017,13+,Movie
Bring the Sun Home,English,None,54min,2020,13+,Movie
Chandragiri,Malayalam,4.6,2 h 18 min,2018,NR,Movie
Pressure Cooker,Telugu,6.3,2 h 4 min,2020,13+,Movie
Black and Blue,Hindi,6.4,1 h 47 min,2019,18+,Movie
Affraa Taffri,Gujarati,6.3,2 h 4 min,2020,13+,Movie
The Bhoot Of Rose Ville,Bengali,None,1 h 53 min,2010,NR,Movie
Veruthe Oru Bharya,Malayalam,6.3,2 h 21 min,2008,All,Movie
Paigham,Hindi,7,2 h 26 min,None,All,Movie
Pattondru Ketten,Tamil,None,1 h 58 min,1991,All,Movie
Hum Aapke Dil Mein Rehte Hain,Hindi,5.7,2 h 47 min,1999,All,Movie
Knock Knock,Telugu,4.9,1 h 39 min,2015,18+,Movie
Man On Fire,English,7.7,2 h 26 min,2004,13+,Movie
Logan Lucky,Hindi,7,1 h 58 min,2017,16+,Movie
The Room,Telugu,6,1 h 39 min,2019,18+,Movie
Utsaham,Telugu,None,2 h 44 min,2002,NR,Movie
Unkahee,Hindi,4.6,41min,2020,NR,Movie
Ariyatha Paiyan,Tamil,None,1 h 18 min,2001,NR,Movie
Nunnunarvu,Tamil,7.5,1 h 38 min,2016,All,Movie
Mansa Kanya,Bengali,None,2 h 31 min,1991,NR,Movie
Jagratha,Malayalam,7.4,2 h 14 min,1989,NR,Movie
Lakshyaved,Bengali,None,2 h 23 min,2009,NR,Movie
Pooja,Telugu,5.1,2 h 16 min,1975,All,Movie
Star Trek Beyond,English,7.1,2 h 2 min,2016,16+,Movie
Smile Please,Marathi,7,2 h 12 mins,2019,13+,Movie
California Paranormal,English,4.7,1 h 20 min,2019,13+,Movie
Janiva,Marathi,6.2,1 h 40 mins,2015,13+,Movie
Pad Yatra: A Green Odyssey,English,7.4,1h,2019,13+,Movie
Shibu,Malayalam,6.7,2 h 2 min,2019,All,Movie
A Map of the World,English,6.6,2 h 6 min,1999,18+,Movie
Mahayoddha Vir : The Robot Boy Movie,Hindi,2.8,45min,2013,All,Movie
Saaho (Kannada),Kannada,5.2,2 h 49 min,2019,13+,Movie
Anjaana Anjaani,Hindi,5.8,2 h 31 min,2010,NR,Movie
Raeeszada,Hindi,3.9,2 h 27 min,2020,13+,Movie
Hey Jude,Malayalam,6.9,2 h 24 min,2018,All,Movie
LBJ,English,6.5,1 h 37 min,2018,18+,Movie
Sparshaa,Bengali,None,1 h 53 min,2007,NR,Movie
Wanted,Hindi,6.7,2 h 25 min,1984,NR,Movie
Teenkahon,Bengali,7.4,2 h 4 min,2015,18+,Movie
Parayam,Malayalam,None,1 h 51 min,2006,NR,Movie
Parayanumvayya Parayathirikkanumvayya,Malayalam,5.6,2 h 11 min,1985,NR,Movie
Sultan,Hindi,7,2 h 49 min,2016,13+,Movie
Under Siege 2: Dark Territory,English,5.5,1 h 39 min,1995,18+,Movie
Vaddante Dabbu,Telugu,6.6,2 h 19 min,None,NR,Movie
Veeno in Turkey,Hindi,None,1 h 17 min,2017,All,Movie
Vaazhvey Maayam,Tamil,6.9,2 h 37 min,1982,All,Movie
Gowri Kalyana,Kannada,None,2 h 21 min,1991,NR,Movie
Nava Mohini,Telugu,7.3,2 h 15 min,1984,18+,Movie
The Geocentric Man,Bengali,6.4,40min,2019,13+,Movie
Parvathi Kalyana,Kannada,7.8,2 h 1 min,1967,NR,Movie
Blumhouse's Fantasy Island,Telugu,4.9,1 h 49 min,2020,18+,Movie
Dil Vil Pyar Vyar,Hindi,5.2,2 h 30 min,2002,13+,Movie
Bhale Manchi Chowka Beram,Telugu,6.3,2 h 14 min,2018,13+,Movie
Whiplash,English,8.5,1 h 46 min,2015,16+,Movie
Yuddham ( In Hindi ),Hindi,3.2,1 h 35 min,2019,13+,Movie
Dinosaur Island,English,3.8,1 h 13 min,2002,7+,Movie
Sandhesam,Malayalam,None,2 h 19 min,1991,NR,Movie
Praktan,Bengali,7.7,2 h 22 min,2018,13+,Movie
Mukti,Bengali,7.2,1 h 54 min,None,NR,Movie
Gabbar Singh,Telugu,7.1,2 h 31 min,2012,13+,Movie
Abhimaan,Hindi,7.9,2 h 3 min,1973,All,Movie
K.G.F: Chapter 1 (Kannada),Kannada,8.2,2 h 34 min,2018,13+,Movie
Natpuna Ennanu Theriyuma,Tamil,4.9,2 h 1 min,2019,All,Movie
Wrath of the Titans,Tamil,5.7,1 h 39 min,2012,13+,Movie
Jayammu Nischayammu Raa,Telugu,7.2,2 h 37 min,2016,13+,Movie
Bal Shivaji,Marathi,5.9,2 h,1981,All,Movie
Praja,Malayalam,3.8,2 h 58 min,2001,NR,Movie
Enai Noki Paayum Thota,Tamil,5.6,2 h 31 min,2019,16+,Movie
Born To Race,Bengali,6,1 h 38 min,2012,16+,Movie
Ondalla Eradalla,Kannada,8.3,1 h 57 min,2018,All,Movie
Pasanga 2 (Hindi),Hindi,7.4,1 h 59 min,2015,All,Movie
Maati,Bengali,7.3,2 h 2 min,2019,13+,Movie
Janmadata,Bengali,6.9,2 h 43 min,2017,13+,Movie
No.20 Madras Mail,Malayalam,7.7,2 h 49 min,1990,NR,Movie
Dharla Tar Chavatya,Marathi,7.7,2 h 21 mins,1989,All,Movie
Shiva: The Tiny Men From Mountain,Hindi,None,41min,2020,7+,Movie
Chandra Kumara,Kannada,7.4,2 h 28 min,1963,NR,Movie
Flashbacks of a Fool,English,6.8,1 h 53 min,2008,18+,Movie
Boochamma Boochodu,Telugu,4.3,2 h 5 min,2014,18+,Movie
Pengal,Tamil,None,1 h 55 min,2000,18+,Movie
Escape From Taliban,Hindi,4.4,2 h 7 min,2003,13+,Movie
Dil Toh Baccha Hai Ji,Hindi,5.8,2 h 17 min,2011,18+,Movie
Pati Patni Aur Woh,Hindi,5.7,2 h 5 min,2019,16+,Movie
Down with Love,English,6.3,1 h 41 min,2003,18+,Movie
Chhota Bheem - Dholakpur To Khatmandu,Hindi,None,1 h 9 min,2020,All,Movie
Zero Dark Thirty,English,7.4,2 h 37 min,2013,18+,Movie
Run,Bengali,6.7,2 h 32 min,2017,13+,Movie
Half Serious,Bengali,5,2 h 1 min,2017,13+,Movie
Dillagi,Hindi,5.3,3 h 2 min,1999,13+,Movie
THE RULES OF ATTRACTION,English,6.7,1 h 50 min,2002,18+,Movie
Beluvalada Madilalli,Kannada,None,2 h 17 min,1975,NR,Movie
Varnapakittu,Malayalam,5.8,2 h 33 min,1997,All,Movie
Rani Kasula Rangamma,Telugu,None,1 h 54 min,1981,NR,Movie
Amar Deep,Hindi,6.8,2 h 28 min,None,NR,Movie
Ina,Malayalam,5.9,2 h 6 min,1982,NR,Movie
Ganga Ki Saugand,Hindi,5.4,2 h 22 min,1978,All,Movie
Wake Up India,Hindi,6.5,1 h 58 min,2013,NR,Movie
Sasesham,Telugu,4.7,2 h 4 min,2012,18+,Movie
Jalebi - The Taste of Everlasting Love,Hindi,6.1,1 h 43 min,2018,13+,Movie
The Lost City of Z,Hindi,6.6,2 h 20 min,2017,13+,Movie
Bahurani,Hindi,6.4,2 h 13 min,None,NR,Movie
Whistle,Telugu,6.7,2 h 57 min,2019,13+,Movie
The Grasslands Project - Life Out Here,English,None,12min,2020,13+,Movie
Okatavudaam,Telugu,None,1 h 55 min,2015,NR,Movie
Teen Patti,Bengali,6,1 h 36 min,2014,13+,Movie
Dreamgirls,English,6.5,2 h 10 min,2006,13+,Movie
Mahaanta,Hindi,4.5,2 h 47 min,1997,13+,Movie
Shiva,Hindi,8.1,1 h 54 min,2006,18+,Movie
Khilona,Hindi,6.5,2 h 40 min,1970,All,Movie
Ratrir Tapasya,Bengali,None,2 h 19 min,None,NR,Movie
English Vs English,Bengali,None,1 h 56 min,2018,13+,Movie
Beder Meye Josna,Bengali,6.3,2 h 37 min,2017,13+,Movie
Aa Kokila Nu Kaieenk Karo,Gujarati,None,2 h 18 min,2011,All,Movie
Hichki,Hindi,7.5,1 h 56 min,2018,7+,Movie
Aliens Exposed,English,None,1h,2019,13+,Movie
The Myth of the American Sleepover,English,6.3,1 h 36 min,2010,16+,Movie
Attwadi Kaun,Punjabi,None,49 mins,2018,13+,Movie
Ikkayude Shakadam,Malayalam,4,1 h 39 min,2019,13+,Movie
Alex,Telugu,None,2 h 35 min,2005,NR,Movie
Bal Ganesh And The Pomzom Planet (Bengali),Bengali,None,1 h 19 min,2017,All,Movie
Illali Korikalu,Telugu,None,2 h 19 min,1982,NR,Movie
Yuvatha,Telugu,6,2 h 9 min,2008,13+,Movie
Subha Bibaha,Bengali,None,1 h 32 min,1977,NR,Movie
Body Language,English,7,52min,2020,13+,Movie
Prema Sallapam,Telugu,None,1 h 17 min,2006,NR,Movie
The Way,English,None,1 h 12 min,2020,13+,Movie
Underworld Rise of the Lycans,Telugu,6.6,1 h 32 min,2009,18+,Movie
Meenakshi - Kannada,Kannada,None,2 h 4 min,2017,NR,Movie
Pran Sajani,Bengali,None,2 h 27 min,2017,13+,Movie
Bharat,Hindi,5.2,2 h 34 min,2019,13+,Movie
Faulad,Hindi,6,1 h 52 min,None,NR,Movie
Mon Jaane Na,Bengali,None,1 h 53 min,2019,13+,Movie
Kurrallu,Telugu,None,1 h 25 min,2006,NR,Movie
Asterix: The Mansion of Gods,English,6.9,1 h 25 min,2014,7+,Movie
Me Yetoy..Chhota Pudhari,Marathi,None,1 h 47 mins,2018,13+,Movie
Jack the Giant Slayer,Hindi,6.2,1 h 54 min,2013,13+,Movie
Church of Saint Lazarus,English,None,26min,2020,13+,Movie
Woh Kaun Thi,Hindi,7.6,2 h 7 min,None,18+,Movie
Apan Holo Par,Bengali,None,1 h 46 min,2000,All,Movie
Qissa Panjab,Punjabi,7.4,1 h 33 mins,2015,NR,Movie
The Smurfs 2,Hindi,5.3,1 h 44 min,2013,7+,Movie
Dattak,Hindi,7.5,1 h 59 min,2001,NR,Movie
Pati Param Guru,Bengali,None,2 h 26 min,1991,NR,Movie
Airaa (Tamil),Tamil,4.7,2 h 17 min,2019,13+,Movie
Dwaraka,Telugu,4.9,2 h 17 min,2017,13+,Movie
Sanyasi Raja,Bengali,7.9,2 h 19 min,2017,13+,Movie
All Is Bright,English,5.6,1 h 47 min,2013,18+,Movie
Same Kind of Different as Me,English,6.6,1 h 59 min,2017,18+,Movie
Jangi,Bengali,None,2 h 20 min,2013,NR,Movie
Fight Club,English,8.8,2 h 19 min,1999,13+,Movie
Kalla Kulla,Kannada,7.4,2 h 19 min,1975,NR,Movie
Atithee,Hindi,6,2 h 15 min,1978,NR,Movie
Diana,Malayalam,5.5,1 h 17 min,1990,NR,Movie
BHK Bhalla@Halla.Kom,Hindi,5.4,2h,2016,13+,Movie
English Vinglish - Telugu,Telugu,None,2 h 13 min,2012,NR,Movie
Bilambita Loy,Bengali,None,1 h 49 min,1981,NR,Movie
Gamanam,Malayalam,None,1 h 54 min,1994,NR,Movie
Anubhav - Bengali,Bengali,None,2 h 8 min,1993,NR,Movie
Bhola Moira,Bengali,4.4,2 h 12 min,1977,NR,Movie
Days of Thunder,English,6.1,1 h 47 min,1990,13+,Movie
The Stolen Princess (Tamil),Tamil,6.1,1 h 28 min,2018,All,Movie
The Dark Knight Rises,Tamil,8.4,2 h 44 min,2012,13+,Movie
Ghost,Hindi,2.3,1 h 53 min,2012,18+,Movie
Pyaar Ke Side Effects,Hindi,6.7,2h,2006,18+,Movie
Mighty Raju - The Champion Of Alaska,Hindi,None,60min,2019,All,Movie
Udayam,Malayalam,7,2 h 28 min,1973,NR,Movie
Thirumagal,Tamil,None,2 h 17 min,1971,NR,Movie
Manojder Adbhut Bari,Bengali,5.2,1 h 56 min,2020,13+,Movie
Sathya Mithya,Bengali,None,2 h 42 min,2017,13+,Movie
"From ISS To Mars - Space, The Future Of The Earth?",English,None,54min,2019,13+,Movie
The Theory of Everything,English,7.7,2 h 3 min,2015,16+,Movie
Aakhri Ghulam,Hindi,5,2 h 14 min,1989,NR,Movie
Steel Toes,English,6.1,1 h 30 min,2007,18+,Movie
Mission Kashmir,Hindi,6.7,2 h 30 min,2000,13+,Movie
Safe House,Hindi,6.7,1 h 54 min,2012,18+,Movie
Deep Jele Jaai,Bengali,None,2h,2017,13+,Movie
Goliyon Ki Raasleela Ram-Leela,Hindi,6.4,2 h 35 min,2013,NR,Movie
Aami Ashbo Phirey,Bengali,6.9,2h,2018,18+,Movie
Transformers: Revenge of the Fallen,Telugu,6,2 h 29 min,2009,13+,Movie
Hum,Hindi,6.8,2 h 48 min,1991,All,Movie
Buno Haansh,Bengali,6.5,2 h 15 min,2014,13+,Movie
Rappakal,Malayalam,7.2,2 h 17 min,2005,All,Movie
Luv... Phir Kabhi,Hindi,None,1 h 59 min,2014,NR,Movie
WHO,Malayalam,5.3,2 h 32 min,2018,13+,Movie
Kartoos,Hindi,5.1,2 h 6 min,1999,18+,Movie
Mission: Impossible III,English,6.9,2 h 5 min,2006,13+,Movie
Playing With Fire,English,5.1,1 h 35 min,2019,7+,Movie
Doctor Love,Malayalam,5,2 h 37 min,2011,All,Movie
Jagga Jagravan Joga,Punjabi,1.9,1 h 54 mins,2020,13+,Movie
Vayasu Pasanga,Tamil,None,2 h 12 min,2004,13+,Movie
Himapatha,Kannada,None,2 h 20 min,1995,NR,Movie
The Death of Stalin,English,7.2,1 h 42 min,2018,18+,Movie
Babu,Hindi,None,2 h 28 min,1985,NR,Movie
Criminal,English,6.3,1 h 48 min,2016,18+,Movie
Abduction Point,Bengali,5.6,1 h 22 min,2016,18+,Movie
Crown Heights,English,6.5,1 h 39 min,2017,18+,Movie
Shiva And The Wolf Boy,Hindi,None,43min,2020,7+,Movie
If Something Happens,English,5.4,1 h 20 min,2018,18+,Movie
Sarkar 3,Hindi,4.9,2 h 10 min,2017,NR,Movie
Time,English,7.2,1 h 21 min,2020,16+,Movie
Kinara,Hindi,6.7,2 h 19 min,1977,NR,Movie
Aadhar,Marathi,4.8,2 h 20 mins,2002,All,Movie
Marjaavaan,Hindi,3.5,2 h 13 min,2019,16+,Movie
Ankhiyon Ke Jharokhon Se,Hindi,7.1,2 h 20 min,1978,All,Movie
"Easy to Learn, Hard to Master The Fate of Atari",English,None,1 h 49 min,2019,13+,Movie
